transaction_id,transaction_date,customer_id,payment_method,before_tax,tax,after_tax,shipping_cost,transaction_discount,total_paid
TX0000675,2021-06-24 15:39:02,CUST02152,PM004,167592,16759.2,184351.2,13576,0,197927.2
TX0000676,2023-08-01 21:28:25,CUST03821,PM001,257497453,22640065.3,280137518.3,29799,0,280167317.3
TX0000677,2022-07-08 04:56:44,CUST02592,PM001,1075346,107534.6,1182880.6,17001,0,1199881.6
TX0000678,2024-07-05 17:52:05,CUST04432,PM003,418238,34346.5,452584.5,13216,39515,505315.5
TX0000679,2021-01-23 21:09:21,CUST04443,PM007,5151277,511945.2,5663222.2,8771,0,5671993.2
TX0000680,2022-12-28 23:57:15,CUST01729,PM001,638652,61757.5,700409.5,15282,0,715691.5
TX0000681,2021-07-29 04:51:33,CUST03211,PM002,491278,49127.8,540405.8,22657,0,563062.8
TX0000682,2021-09-24 03:44:38,CUST00330,PM004,3838880,359103,4197983,10928,0,4208911
TX0000683,2022-07-18 12:12:05,CUST01044,PM003,2378310,218356,2596666,12353,96145,2705164
TX0000684,2023-02-26 04:29:07,CUST03610,PM002,8642061,727812.8,9369873.8,20516,795753,10186142.8
TX0000685,2024-07-10 19:32:16,CUST01481,PM001,3875610,369469.1,4245079.1,7492,0,4252571.1
TX0000686,2024-02-03 17:01:37,CUST01459,PM005,0,0,0,0,0,0
TX0000687,2021-09-29 23:50:00,CUST01075,PM006,1848220,175769.8,2023989.8,9710,61587,2095286.8
TX0000688,2020-05-29 04:24:10,CUST01285,PM004,319016,31901.6,350917.6,12991,0,363908.6
TX0000689,2022-08-10 11:54:37,CUST03871,PM007,1511848,151184.8,1663032.8,27695,0,1690727.8
TX0000690,2022-02-09 19:07:14,CUST02347,PM002,1402212,140221.2,1542433.2,16384,0,1558817.2
TX0000691,2024-01-01 03:12:00,CUST01927,PM008,420365,42036.5,462401.5,14941,0,477342.5
TX0000692,2021-10-21 13:43:09,CUST03339,PM010,115486,9977.3,125463.3,13931,0,139394.3
TX0000693,2023-03-06 07:11:45,CUST00227,PM003,3799410,379941,4179351,26455,0,4205806
TX0000694,2020-09-06 13:54:29,CUST00591,PM002,1140114,91668.4,1231782.4,24644,0,1256426.4
TX0000695,2024-09-26 13:03:40,CUST00158,PM001,5299316,529931.6,5829247.6,19761,0,5849008.6
TX0000696,2020-11-22 09:51:10,CUST00384,PM004,290521,29052.1,319573.1,7930,0,327503.1
TX0000697,2024-10-14 04:12:20,CUST04786,PM001,494365,49436.5,543801.5,25390,0,569191.5
TX0000698,2023-12-16 05:18:30,CUST00306,PM001,734374,73437.4,807811.4,22507,0,830318.4
TX0000699,2022-09-11 13:44:54,CUST01313,PM004,30658621,3065862.1,33724483.1,18954,0,33743437.1
TX0000700,2023-02-12 07:18:37,CUST04455,PM004,900980,90098,991078,27730,0,1018808
TX0000701,2020-12-19 15:14:09,CUST04054,PM001,33246,3324.6,36570.6,22913,0,59483.6
TX0000702,2020-01-20 04:01:17,CUST02313,PM002,36914,3418,40332,19151,0,59483
TX0000703,2020-10-30 21:47:13,CUST04850,PM001,18704486,1870448.6,20574934.6,22197,0,20597131.6
TX0000704,2021-04-03 14:57:09,CUST02689,PM001,1421467,133155.3,1554622.3,8938,0,1563560.3
TX0000705,2021-07-20 21:41:49,CUST01924,PM005,0,0,0,0,0,0
TX0000706,2024-02-11 07:16:24,CUST00350,PM009,1982884,198288.4,2181172.4,25824,0,2206996.4
TX0000707,2021-08-29 13:15:20,CUST03766,PM003,14733852,1297502.4,16031354.4,23320,0,16054674.4
TX0000708,2023-05-21 20:16:26,CUST01213,PM001,20007853,2000785.3,22008638.3,22626,0,22031264.3
TX0000709,2022-05-10 08:38:45,CUST00222,PM008,4397679,437208.2,4834887.2,9444,0,4844331.2
TX0000710,2022-11-06 04:25:44,CUST03980,PM007,1416507,141650.7,1558157.7,25636,0,1583793.7
TX0000711,2024-07-10 10:30:00,CUST04665,PM002,0,0,0,0,0,0
TX0000712,2023-08-07 04:23:58,CUST03504,PM005,216073,21607.3,237680.3,27329,0,265009.3
TX0000713,2021-10-06 15:02:28,CUST00771,PM002,359115,35911.5,395026.5,21226,0,416252.5
TX0000714,2020-10-28 04:45:27,CUST00488,PM006,10674418,1066867.8,11741285.8,18387,0,11759672.8
TX0000715,2023-09-10 03:53:01,CUST04675,PM003,34412,2907.4,37319.4,13205,2377,52901.4
TX0000716,2021-12-28 12:07:05,CUST04867,PM008,22780891,2278089.1,25058980.1,12505,1318970,26390455.1
TX0000717,2023-06-19 17:28:49,CUST03042,PM005,4838026,483802.6,5321828.6,29877,0,5351705.6
TX0000718,2024-12-12 16:10:03,CUST03046,PM002,27024,2702.4,29726.4,17918,0,47644.4
TX0000719,2023-05-16 18:00:42,CUST04375,PM005,23327030,2332703,25659733,21306,0,25681039
TX0000720,2021-11-26 10:14:58,CUST02238,PM002,0,0,0,0,0,0
TX0000721,2023-06-26 20:11:34,CUST04573,PM009,2255532,200111.3,2455643.3,12263,31972,2499878.3
TX0000722,2024-06-26 10:22:56,CUST04480,PM002,20642020,2043257.4,22685277.4,11843,0,22697120.4
TX0000723,2022-02-24 21:52:55,CUST02389,PM004,1486914,138873.7,1625787.7,19800,132770,1778357.7
TX0000724,2021-06-02 00:37:06,CUST00325,PM004,111214,11121.4,122335.4,15629,0,137964.4
TX0000725,2020-05-21 03:06:05,CUST03295,PM007,1174713,117471.3,1292184.3,8008,0,1300192.3
TX0000726,2022-03-17 10:40:46,CUST02887,PM001,289442,28944.2,318386.2,17846,0,336232.2
TX0000727,2020-10-03 19:10:51,CUST01733,PM003,634902,63490.2,698392.2,21746,0,720138.2
TX0000728,2020-03-10 02:08:46,CUST02321,PM001,1662538,166253.8,1828791.8,9979,0,1838770.8
TX0000729,2023-08-23 05:48:35,CUST02139,PM004,598767,54914.4,653681.4,28223,0,681904.4
TX0000730,2024-06-16 19:06:41,CUST01531,PM007,848200,84820,933020,28743,0,961763
TX0000731,2021-06-27 03:13:01,CUST01234,PM009,1135143,113514.3,1248657.3,13038,0,1261695.3
TX0000732,2022-07-27 08:33:52,CUST04555,PM001,9063923,772308.6,9836231.6,5629,0,9841860.6
TX0000733,2023-07-01 09:53:56,CUST01234,PM008,91040,9104,100144,9706,0,109850
TX0000734,2021-08-18 02:00:52,CUST04312,PM002,31583,3158.3,34741.3,21330,0,56071.3
TX0000735,2021-12-30 06:16:06,CUST03135,PM006,2485768,248576.8,2734344.8,11423,0,2745767.8
TX0000736,2021-11-09 15:07:57,CUST01432,PM003,271296,27129.6,298425.6,21362,0,319787.6
TX0000737,2020-01-21 21:35:03,CUST01741,PM004,1081950,108195,1190145,21611,0,1211756
TX0000738,2024-04-05 16:30:51,CUST02810,PM001,3782055,378205.5,4160260.5,14590,0,4174850.5
TX0000739,2024-09-21 05:09:56,CUST03029,PM002,5874659,587465.9,6462124.9,9999,0,6472123.9
TX0000740,2022-04-25 23:51:11,CUST04678,PM001,509854,50985.4,560839.4,12788,39979,613606.4
TX0000741,2021-04-01 16:08:37,CUST04677,PM005,590219,59021.9,649240.9,10360,0,659600.9
TX0000742,2020-05-17 05:49:11,CUST03279,PM009,429878,42987.8,472865.8,25615,0,498480.8
TX0000743,2022-12-20 10:55:33,CUST02130,PM007,1163151,116315.1,1279466.1,26052,17911,1323429.1
TX0000744,2020-06-28 12:12:52,CUST04805,PM003,1775985,177598.5,1953583.5,6263,0,1959846.5
TX0000745,2021-11-10 15:33:54,CUST03465,PM007,563401,56340.1,619741.1,28409,0,648150.1
TX0000746,2020-08-30 00:27:39,CUST02898,PM001,752770,75277,828047,13748,0,841795
TX0000747,2020-02-24 04:27:12,CUST03229,PM002,8168609,816860.9,8985469.9,23602,0,9009071.9
TX0000748,2021-09-22 09:35:43,CUST04239,PM007,138707,13377.3,152084.3,16112,2965,171161.3
TX0000749,2020-02-16 01:20:52,CUST02143,PM002,461783,46178.3,507961.3,28854,43563,580378.3
TX0000750,2020-05-16 12:27:57,CUST03654,PM005,19903465,1990346.5,21893811.5,29925,0,21923736.5
TX0000751,2023-02-20 18:35:09,CUST02712,PM001,569596,56959.6,626555.6,27547,0,654102.6
TX0000752,2021-07-11 09:25:56,CUST04315,PM005,35982,3598.2,39580.2,5724,0,45304.2
TX0000753,2024-04-19 02:59:46,CUST01146,PM002,343014,34301.4,377315.4,11752,0,389067.4
TX0000754,2022-05-31 16:13:20,CUST04076,PM004,1285585,120096.3,1405681.3,8042,0,1413723.3
TX0000755,2023-10-06 23:30:03,CUST03802,PM008,1703879,170387.9,1874266.9,14230,135945,2024441.9
TX0000756,2022-11-11 22:18:21,CUST03332,PM001,4022541,394121.7,4416662.7,5450,0,4422112.7
TX0000757,2021-10-18 10:02:26,CUST02350,PM008,38639620,3661248.8,42300868.8,18825,0,42319693.8
TX0000758,2024-11-09 12:40:06,CUST02743,PM001,3810793,381079.3,4191872.3,19142,0,4211014.3
TX0000759,2020-08-22 06:02:53,CUST00005,PM002,20883216,2088321.6,22971537.6,28680,0,23000217.6
TX0000760,2023-10-03 22:50:12,CUST00114,PM008,737198,63369.9,800567.9,26010,0,826577.9
TX0000761,2024-06-20 09:56:38,CUST02430,PM002,256000,25600,281600,10030,0,291630
TX0000762,2021-06-13 23:42:44,CUST02553,PM003,6910492,647661.3,7558153.3,6708,0,7564861.3
TX0000763,2023-08-11 08:05:40,CUST02047,PM007,374659,37465.9,412124.9,28578,0,440702.9
TX0000764,2024-03-25 18:47:15,CUST00181,PM002,3043488,276809.3,3320297.3,8642,0,3328939.3
TX0000765,2022-10-30 05:27:33,CUST00907,PM004,341038,34103.8,375141.8,12420,0,387561.8
TX0000766,2023-10-14 17:11:37,CUST01134,PM008,102888,9361.1,112249.1,9791,0,122040.1
TX0000767,2022-08-07 06:56:45,CUST03770,PM005,39292949,3929294.9,43222243.9,12788,491173,43726204.9
TX0000768,2023-02-08 08:47:41,CUST02393,PM010,1119142,111914.2,1231056.2,27293,83975,1342324.2
TX0000769,2024-12-26 17:12:21,CUST00712,PM010,26248445,2624844.5,28873289.5,8746,0,28882035.5
TX0000770,2022-08-27 14:49:48,CUST02940,PM003,48586,4858.6,53444.6,19584,0,73028.6
TX0000771,2022-03-27 13:53:26,CUST00542,PM001,2290188,229018.8,2519206.8,13401,0,2532607.8
TX0000772,2022-06-06 13:24:04,CUST03391,PM001,157028,15248.3,172276.3,17703,0,189979.3
TX0000773,2024-09-27 10:24:26,CUST03067,PM003,42167960,4216796,46384756,8510,0,46393266
TX0000774,2024-06-22 16:44:38,CUST01308,PM001,862665,86266.5,948931.5,17672,0,966603.5
TX0000775,2024-07-27 17:33:16,CUST04056,PM004,1469618,146961.8,1616579.8,28975,0,1645554.8
TX0000776,2020-12-21 13:54:55,CUST02570,PM002,1508800,150880,1659680,9752,0,1669432
TX0000777,2021-02-01 08:29:36,CUST01909,PM002,1070567,99858.5,1170425.5,8195,0,1178620.5
TX0000778,2021-02-23 00:48:24,CUST04211,PM003,1450086,145008.6,1595094.6,28703,0,1623797.6
TX0000779,2024-10-10 20:22:20,CUST02284,PM006,9565849,858302.3,10424151.3,23739,0,10447890.3
TX0000780,2022-05-20 21:50:28,CUST01300,PM001,746655,74665.5,821320.5,19229,0,840549.5
TX0000781,2022-07-20 14:00:40,CUST02468,PM002,127320,12732,140052,25690,0,165742
TX0000782,2020-02-15 04:10:54,CUST03843,PM007,573727,57372.7,631099.7,13593,0,644692.7
TX0000783,2021-06-14 21:35:25,CUST02958,PM008,1840577,179296.4,2019873.4,15117,0,2034990.4
TX0000784,2020-09-26 11:15:01,CUST04072,PM002,5787046,578704.6,6365750.6,19353,0,6385103.6
TX0000785,2021-08-12 20:47:48,CUST00499,PM003,153385183,15176482,168561665,27750,0,168589415
TX0000786,2020-09-23 23:02:52,CUST03396,PM002,7111956,698406,7810362,19541,0,7829903
TX0000787,2021-02-19 17:58:44,CUST01375,PM002,737962,73796.2,811758.2,14985,0,826743.2
TX0000788,2022-10-16 04:32:21,CUST04054,PM002,4130615,403403.4,4534018.4,26529,0,4560547.4
TX0000789,2023-12-17 19:25:48,CUST02163,PM006,32730,3273,36003,14080,0,50083
TX0000790,2021-01-06 05:03:46,CUST04290,PM002,982621,98262.1,1080883.1,28649,0,1109532.1
TX0000791,2021-05-16 04:39:40,CUST03792,PM001,117621,11762.1,129383.1,11450,0,140833.1
TX0000792,2021-06-09 15:10:50,CUST02412,PM002,4134793,385612.2,4520405.2,25460,0,4545865.2
TX0000793,2020-02-20 06:43:06,CUST04763,PM001,406067,40606.7,446673.7,11552,0,458225.7
TX0000794,2020-08-11 09:24:59,CUST04982,PM005,14520538,1452053.8,15972591.8,19878,0,15992469.8
TX0000795,2022-10-07 03:41:33,CUST01565,PM002,27280,2728,30008,19364,0,49372
TX0000796,2024-03-04 08:33:38,CUST02855,PM004,15527725,1552772.5,17080497.5,9799,0,17090296.5
TX0000797,2022-04-20 07:37:57,CUST04777,PM003,638026,63802.6,701828.6,13693,0,715521.6
TX0000798,2020-06-25 22:39:57,CUST04539,PM005,35034388,3503438.8,38537826.8,20990,0,38558816.8
TX0000799,2022-01-23 01:09:03,CUST01318,PM002,1437974,135265.5,1573239.5,24259,0,1597498.5
TX0000800,2021-11-06 03:21:01,CUST00575,PM004,324855257,32478072.2,357333329.2,20745,0,357354074.2
TX0000801,2020-05-07 20:39:59,CUST01028,PM006,494365,45628.9,539993.9,13895,0,553888.9
TX0000802,2022-04-15 03:05:41,CUST03882,PM010,10673807,1067380.7,11741187.7,20553,0,11761740.7
TX0000803,2020-12-09 21:27:42,CUST01339,PM004,885632,79729.8,965361.8,17971,0,983332.8
TX0000804,2022-07-13 11:37:33,CUST02563,PM002,21667676,2113684.6,23781360.6,29923,0,23811283.6
TX0000805,2023-08-28 20:32:41,CUST02782,PM003,24369,2436.9,26805.9,27175,0,53980.9
TX0000806,2023-08-14 09:44:50,CUST02902,PM003,10764036,981281.7,11745317.7,24944,0,11770261.7
TX0000807,2024-06-24 16:14:32,CUST02365,PM005,399778,39977.8,439755.8,13762,0,453517.8
TX0000808,2024-03-10 04:04:12,CUST04831,PM002,836314,83631.4,919945.4,25752,0,945697.4
TX0000809,2024-04-24 23:30:54,CUST03807,PM009,31357,3135.7,34492.7,26417,0,60909.7
TX0000810,2022-06-18 13:53:58,CUST04758,PM003,39289,3928.9,43217.9,11936,0,55153.9
TX0000811,2024-12-26 12:08:00,CUST02906,PM004,669188,66918.8,736106.8,27929,0,764035.8
TX0000812,2024-04-19 21:57:50,CUST04108,PM007,16054941,1605494.1,17660435.1,18707,0,17679142.1
TX0000813,2024-05-10 12:40:43,CUST04310,PM004,652773,60784.2,713557.2,25779,0,739336.2
TX0000814,2021-08-21 14:02:03,CUST03811,PM003,3569030,336963.8,3905993.8,20699,0,3926692.8
TX0000815,2020-11-02 12:07:23,CUST01560,PM001,17053520,1685573.2,18739093.2,6746,0,18745839.2
TX0000816,2024-03-30 08:08:37,CUST00642,PM002,537887,53788.7,591675.7,24600,0,616275.7
TX0000817,2020-06-09 23:58:58,CUST01341,PM001,10758038,1075803.8,11833841.8,6766,0,11840607.8
TX0000818,2023-10-26 00:37:47,CUST03645,PM005,312448,31244.8,343692.8,5179,0,348871.8
TX0000819,2020-06-01 11:45:52,CUST01988,PM003,1004988,82653.7,1087641.7,18365,0,1106006.7
TX0000820,2020-09-15 11:00:07,CUST02552,PM008,31801,2756.3,34557.3,18883,0,53440.3
TX0000821,2021-08-17 23:01:24,CUST01342,PM001,76918820,6341265.4,83260085.4,29507,0,83289592.4
TX0000822,2022-07-02 01:05:50,CUST00530,PM003,2489987,248998.7,2738985.7,27381,0,2766366.7
TX0000823,2021-05-09 12:35:19,CUST04861,PM004,14157692,1415769.2,15573461.2,25655,0,15599116.2
TX0000824,2020-02-23 12:04:16,CUST01741,PM010,571795,57179.5,628974.5,28464,0,657438.5
TX0000825,2022-04-15 07:19:19,CUST02769,PM005,10191944,1019194.4,11211138.4,22332,0,11233470.4
TX0000826,2024-12-14 15:56:58,CUST04908,PM003,24166337,2416633.7,26582970.7,24275,0,26607245.7
TX0000827,2023-12-18 10:45:32,CUST04257,PM004,1543208,153782.1,1696990.1,20642,0,1717632.1
TX0000828,2021-03-31 21:00:32,CUST02338,PM009,1999037,184232.8,2183269.8,16827,0,2200096.8
TX0000829,2020-06-15 07:01:14,CUST01226,PM005,342090,34209,376299,23547,0,399846
TX0000830,2022-03-04 05:06:19,CUST01820,PM002,16493893,1352844.6,17846737.6,29053,0,17875790.6
TX0000831,2024-11-08 16:13:05,CUST01114,PM007,608982,60898.2,669880.2,26467,0,696347.2
TX0000832,2020-01-12 02:42:52,CUST03627,PM007,1203452,120345.2,1323797.2,15901,0,1339698.2
TX0000833,2021-05-27 10:02:03,CUST04749,PM002,758821,75882.1,834703.1,11683,0,846386.1
TX0000834,2020-11-20 03:58:58,CUST00298,PM001,817816,81781.6,899597.6,10223,0,909820.6
TX0000835,2023-08-10 11:43:45,CUST00679,PM002,0,0,0,0,0,0
TX0000836,2023-01-27 00:08:43,CUST03238,PM003,3604350,339298.5,3943648.5,6170,0,3949818.5
TX0000837,2020-05-11 20:43:12,CUST02467,PM003,888659,88865.9,977524.9,26053,0,1003577.9
TX0000838,2023-10-18 07:14:48,CUST00800,PM005,433392,43339.2,476731.2,7132,0,483863.2
TX0000839,2023-01-07 09:56:00,CUST00425,PM002,1662538,166253.8,1828791.8,26843,0,1855634.8
TX0000840,2021-03-18 05:51:43,CUST04179,PM003,2749113,274911.3,3024024.3,28979,0,3053003.3
TX0000841,2022-04-04 15:18:21,CUST00201,PM001,11496811,1147686.6,12644497.6,28366,0,12672863.6
TX0000842,2020-04-15 11:07:14,CUST00775,PM003,73942,7394.2,81336.2,17361,0,98697.2
TX0000843,2022-02-12 17:27:49,CUST03531,PM001,8876742,887674.2,9764416.2,23898,0,9788314.2
TX0000844,2022-04-18 17:22:38,CUST04185,PM004,5143557,507328,5650885,22199,0,5673084
TX0000845,2022-12-10 21:49:03,CUST03465,PM001,15406848,1540684.8,16947532.8,14610,0,16962142.8
TX0000846,2022-03-23 18:15:39,CUST04950,PM006,3728652,372865.2,4101517.2,21458,0,4122975.2
TX0000847,2022-08-07 23:02:19,CUST04591,PM003,303079,30307.9,333386.9,8481,0,341867.9
TX0000848,2021-12-20 18:52:14,CUST02555,PM001,559059,55905.9,614964.9,18747,0,633711.9
TX0000849,2023-03-19 01:28:04,CUST04706,PM005,1075759,98770.4,1174529.4,8530,0,1183059.4
TX0000850,2020-12-25 23:40:41,CUST00845,PM006,1647046,164704.6,1811750.6,14505,19209,1845464.6
TX0000851,2021-06-01 17:13:33,CUST03082,PM005,2112756,209902.9,2322658.9,24618,164779,2512055.9
TX0000852,2022-05-30 06:11:27,CUST01072,PM003,7991304,799130.4,8790434.4,10060,0,8800494.4
TX0000853,2020-02-24 02:27:45,CUST03167,PM001,36077,3607.7,39684.7,17564,0,57248.7
TX0000854,2024-06-21 21:35:27,CUST00154,PM001,3594130,359413,3953543,7495,0,3961038
TX0000855,2023-02-26 10:27:01,CUST01545,PM001,7245933,724593.3,7970526.3,26105,0,7996631.3
TX0000856,2023-05-13 11:06:37,CUST04795,PM002,31640,3164,34804,6610,0,41414
TX0000857,2024-10-06 11:25:06,CUST02188,PM001,566484,56648.4,623132.4,8567,0,631699.4
TX0000858,2020-05-18 09:52:44,CUST02475,PM001,146444,12198.9,158642.9,5044,0,163686.9
TX0000859,2022-11-05 22:16:56,CUST04767,PM005,222136,22213.6,244349.6,29550,17008,290907.6
TX0000860,2024-04-29 03:59:25,CUST01488,PM002,27851457,2293473.6,30144930.6,29359,0,30174289.6
TX0000861,2023-09-19 04:30:39,CUST00809,PM002,1848743,184232.9,2032975.9,10599,0,2043574.9
TX0000862,2023-11-28 02:24:47,CUST00226,PM002,660558,60405.7,720963.7,27395,46244,794602.7
TX0000863,2024-02-03 19:26:40,CUST03691,PM008,821335,82133.5,903468.5,5392,0,908860.5
TX0000864,2021-01-18 23:53:38,CUST03783,PM002,1003390,100202.6,1103592.6,27279,0,1130871.6
TX0000865,2023-09-20 04:38:33,CUST03071,PM003,2878896,287889.6,3166785.6,28328,0,3195113.6
TX0000866,2020-12-30 17:11:01,CUST03453,PM002,1054598,105459.8,1160057.8,23119,42165,1225341.8
TX0000867,2021-04-04 04:00:00,CUST03019,PM003,21275141,1930125.7,23205266.7,7241,0,23212507.7
TX0000868,2021-12-11 11:30:25,CUST03025,PM003,380132,38013.2,418145.2,6620,0,424765.2
TX0000869,2022-07-16 17:47:41,CUST04266,PM006,0,0,0,0,0,0
TX0000870,2023-07-14 03:33:07,CUST03538,PM002,138933,13893.3,152826.3,13793,0,166619.3
TX0000871,2024-05-15 10:27:33,CUST02024,PM008,350879,28152.1,379031.1,26101,0,405132.1
TX0000872,2023-10-11 05:19:24,CUST04026,PM005,32850,3085.4,35935.4,29101,0,65036.4
TX0000873,2020-02-11 06:30:37,CUST01203,PM002,10377724,897838.6,11275562.6,14898,0,11290460.6
TX0000874,2021-08-16 23:21:49,CUST04034,PM001,714004,71400.4,785404.4,28365,40672,854441.4
TX0000875,2024-01-08 04:00:22,CUST02987,PM001,230025,23002.5,253027.5,15329,0,268356.5
TX0000876,2020-07-01 22:52:47,CUST01334,PM001,430926,43092.6,474018.6,24859,0,498877.6
TX0000877,2024-11-20 18:37:38,CUST04699,PM003,4397439,382940.7,4780379.7,16242,0,4796621.7
TX0000878,2023-01-18 06:24:37,CUST04437,PM002,3987446,398744.6,4386190.6,6728,0,4392918.6
TX0000879,2021-09-15 06:04:36,CUST04432,PM004,1872161,187216.1,2059377.1,9480,0,2068857.1
TX0000880,2021-03-25 07:44:30,CUST02649,PM004,9691122,969112.2,10660234.2,14050,0,10674284.2
TX0000881,2024-05-17 20:12:29,CUST02727,PM002,1573462,156703,1730165,12264,0,1742429
TX0000882,2024-06-13 06:36:13,CUST03579,PM005,7347149,681795.3,8028944.3,21399,0,8050343.3
TX0000883,2021-07-31 08:33:15,CUST04482,PM003,19077,1907.7,20984.7,14171,0,35155.7
TX0000884,2020-12-29 15:12:05,CUST02511,PM002,21546524,2150483.7,23697007.7,7158,0,23704165.7
TX0000885,2020-06-07 08:12:06,CUST04596,PM001,16208023,1483397.5,17691420.5,23571,0,17714991.5
TX0000886,2024-10-28 08:51:48,CUST04314,PM009,23818345,2376352.8,26194697.8,7576,0,26202273.8
TX0000887,2024-06-07 04:17:10,CUST01008,PM006,9621847,962184.7,10584031.7,9139,0,10593170.7
TX0000888,2022-05-21 04:20:36,CUST03165,PM002,281789,28178.9,309967.9,11097,0,321064.9
TX0000889,2024-01-02 05:04:37,CUST00508,PM007,32884,2696.9,35580.9,14753,0,50333.9
TX0000890,2021-06-15 00:02:59,CUST02391,PM004,196971,19697.1,216668.1,17501,0,234169.1
TX0000891,2022-11-23 18:00:17,CUST04447,PM001,5208823,515185.7,5724008.7,25158,0,5749166.7
TX0000892,2021-09-04 02:37:22,CUST00770,PM005,87320,8732,96052,19262,0,115314
TX0000893,2022-01-21 02:44:08,CUST01786,PM002,8045324,804532.4,8849856.4,7377,0,8857233.4
TX0000894,2021-04-03 10:24:27,CUST03159,PM002,229490,19399.4,248889.4,17507,0,266396.4
TX0000895,2024-07-14 18:40:21,CUST00173,PM001,3890703,389070.3,4279773.3,22902,0,4302675.3
TX0000896,2021-12-16 11:47:45,CUST04725,PM004,147780,13018,160798,8779,0,169577
TX0000897,2024-01-01 21:58:07,CUST01808,PM001,758821,71756.6,830577.6,17016,0,847593.6
TX0000898,2022-09-19 11:24:18,CUST01318,PM006,734613,73461.3,808074.3,22186,0,830260.3
TX0000899,2021-08-05 06:11:28,CUST03745,PM001,7386020,737651.6,8123671.6,10133,0,8133804.6
TX0000900,2024-05-05 11:55:15,CUST01897,PM002,730356,71353.7,801709.7,27026,0,828735.7
TX0000901,2023-08-04 05:45:16,CUST01014,PM001,35767,3576.7,39343.7,29692,0,69035.7
TX0000902,2020-05-14 19:11:20,CUST03537,PM003,5513763,549939.7,6063702.7,29423,0,6093125.7
TX0000903,2024-01-25 20:39:01,CUST04007,PM002,706232,56563,762795,17004,0,779799
TX0000904,2024-09-28 06:46:01,CUST03845,PM008,351620,35162,386782,9512,0,396294
TX0000905,2022-05-12 22:39:11,CUST01938,PM005,386244,33255.9,419499.9,22253,0,441752.9
TX0000906,2024-01-01 00:48:14,CUST00268,PM003,376496,30477.9,406973.9,24008,0,430981.9
TX0000907,2022-07-31 07:36:22,CUST04184,PM005,5696420,569642,6266062,13911,0,6279973
TX0000908,2024-08-11 15:34:03,CUST00914,PM001,12938642,1293864.2,14232506.2,5849,0,14238355.2
TX0000909,2023-04-30 02:35:48,CUST01495,PM002,216353,18390.8,234743.8,7910,0,242653.8
TX0000910,2022-06-09 09:54:25,CUST01578,PM003,2330964,220586.2,2551550.2,22378,0,2573928.2
TX0000911,2024-09-12 00:20:27,CUST03582,PM002,30294,3029.4,33323.4,5316,0,38639.4
TX0000912,2022-06-12 19:17:49,CUST03635,PM001,629313,62931.3,692244.3,21497,0,713741.3
TX0000913,2020-05-07 17:05:52,CUST00583,PM007,481467,42582.8,524049.8,10524,0,534573.8
TX0000914,2020-11-05 11:00:30,CUST03744,PM001,1140535,114053.5,1254588.5,8486,0,1263074.5
TX0000915,2020-06-27 00:36:13,CUST01831,PM002,713842,71384.2,785226.2,15843,0,801069.2
TX0000916,2020-07-15 03:23:36,CUST01077,PM001,1457990,145799,1603789,11093,0,1614882
TX0000917,2023-04-16 22:24:01,CUST02710,PM001,4169544,416954.4,4586498.4,7780,0,4594278.4
TX0000918,2023-10-09 04:34:47,CUST00169,PM002,77456,7745.6,85201.6,17024,0,102225.6
TX0000919,2023-05-13 08:19:20,CUST03967,PM002,79046,7904.6,86950.6,21281,0,108231.6
TX0000920,2023-05-11 20:07:46,CUST02456,PM005,1618588,161858.8,1780446.8,17326,0,1797772.8
TX0000921,2024-07-02 20:40:36,CUST03416,PM005,1912309,168110.1,2080419.1,21115,0,2101534.1
TX0000922,2020-05-05 19:36:32,CUST02654,PM002,1762842,163722.4,1926564.4,22905,0,1949469.4
TX0000923,2020-09-15 18:40:28,CUST00095,PM001,406531,40653.1,447184.1,24207,0,471391.1
TX0000924,2022-09-09 05:45:42,CUST03631,PM001,1284134,128413.4,1412547.4,17813,0,1430360.4
TX0000925,2024-05-07 14:52:29,CUST02481,PM008,1181786,118178.6,1299964.6,17768,0,1317732.6
TX0000926,2023-11-08 04:00:12,CUST03492,PM010,1701732,170173.2,1871905.2,27838,0,1899743.2
TX0000927,2024-08-11 23:52:55,CUST02544,PM006,25011580,2501158,27512738,11199,0,27523937
TX0000928,2021-12-07 11:31:05,CUST02534,PM002,3109635,310963.5,3420598.5,13507,0,3434105.5
TX0000929,2020-03-08 02:18:41,CUST04761,PM003,157927,14654.9,172581.9,22947,0,195528.9
TX0000930,2022-09-14 12:20:16,CUST01025,PM001,4554242,455424.2,5009666.2,24731,0,5034397.2
TX0000931,2024-04-04 03:51:13,CUST04007,PM001,590219,47396.5,637615.5,23248,0,660863.5
TX0000932,2023-03-09 20:49:52,CUST01952,PM003,1199539,118397.8,1317936.8,21444,0,1339380.8
TX0000933,2021-11-07 02:43:08,CUST04743,PM006,6563808,656380.8,7220188.8,15091,0,7235279.8
TX0000934,2024-05-10 02:03:11,CUST00512,PM005,1375164,137516.4,1512680.4,26864,31799,1571343.4
TX0000935,2023-11-26 15:09:32,CUST00991,PM001,1345788,134578.8,1480366.8,22077,48948,1551391.8
TX0000936,2020-09-27 20:29:49,CUST00533,PM002,39603,3960.3,43563.3,8300,0,51863.3
TX0000937,2021-02-07 06:19:49,CUST03627,PM009,117860,11786,129646,24621,0,154267
