funnel_id,channel_source,customer_id,sku_id,funnel_date,status,event,order_id
CHN0892647,Play Store,CUST01205,SKU02542,2021-11-06 16:57:47,Purchase,Organic,ORD0000158-1
CHN3319250,Website,CUST00136,SKU01174,2022-10-06 03:35:17,Click,Organic,
CHN4594023,Website,CUST00136,SKU01174,2022-10-06 03:35:41,Viewed,Organic,
CHN7339176,Website,CUST00136,SKU01174,2022-10-06 03:35:58,Add to Cart,Organic,
CHN3964652,Website,CUST00136,SKU01174,2022-10-06 03:36:09,Purchase,Organic,ORD0000159-1
CHN9423534,Website,CUST04489,SKU01072,2021-09-04 00:22:15,Click,Organic,
CHN5304500,Website,CUST04489,SKU01072,2021-09-04 00:23:17,Viewed,Organic,
CHN0448518,Website,CUST04489,SKU01072,2021-09-04 00:23:37,Add to Cart,Organic,
CHN2965533,Website,CUST04489,SKU01072,2021-09-04 00:23:53,Purchase,Organic,ORD0000160-1
CHN6787780,Play Store,CUST03127,SKU01845,2022-01-19 15:33:05,Click,Organic,
CHN9134100,Play Store,CUST03127,SKU01845,2022-01-19 15:33:37,Viewed,Organic,
CHN9585578,Play Store,CUST03127,SKU01845,2022-01-19 15:33:57,Add to Cart,Organic,
CHN4352513,Play Store,CUST03127,SKU01845,2022-01-19 15:34:17,Purchase,Organic,ORD0000161-1
CHN0046664,Play Store,CUST01919,SKU02552,2023-04-22 20:19:34,Click,Organic,
CHN6243497,Play Store,CUST01919,SKU02552,2023-04-22 20:20:01,Viewed,Organic,
CHN6442204,Play Store,CUST01919,SKU02552,2023-04-22 20:20:12,Add to Cart,Organic,
CHN3266162,Play Store,CUST01919,SKU02552,2023-04-22 20:20:30,Purchase,Organic,ORD0000162-1
CHN6038125,Website,CUST03033,SKU03620,2023-05-02 18:09:17,Click,Organic,
CHN2158288,Website,CUST03033,SKU03620,2023-05-02 18:10:29,Viewed,Organic,
CHN0853677,Website,CUST03033,SKU03620,2023-05-02 18:10:55,Add to Cart,Organic,
CHN3487615,Website,CUST03033,SKU03620,2023-05-02 18:11:06,Purchase,Organic,ORD0000163-1
CHN0075788,Play Store,CUST04781,SKU03678,2023-05-20 20:28:03,Click,Organic,
CHN1225700,Play Store,CUST04781,SKU03678,2023-05-20 20:28:54,Viewed,Organic,
CHN8295222,Play Store,CUST04781,SKU03678,2023-05-20 20:29:07,Add to Cart,Organic,
CHN4498223,Play Store,CUST04781,SKU03678,2023-05-20 20:29:18,Purchase,Organic,ORD0000164-1
CHN2477766,Play Store,CUST01717,SKU04937,2020-05-06 07:27:32,Click,Organic,
CHN3068964,Play Store,CUST01717,SKU04937,2020-05-06 07:28:44,Viewed,Organic,
CHN5482959,Play Store,CUST01717,SKU04937,2020-05-06 07:28:54,Add to Cart,Organic,
CHN0748676,Play Store,CUST01717,SKU04937,2020-05-06 07:29:05,Purchase,Organic,ORD0000165-1
CHN7666458,Play Store,CUST03902,SKU04187,2021-12-04 17:07:01,Click,Organic,
CHN8400319,Play Store,CUST03902,SKU04187,2021-12-04 17:07:32,Viewed,Organic,
CHN7614086,Play Store,CUST03902,SKU04187,2021-12-04 17:08:19,Add to Cart,Organic,
CHN0190605,Play Store,CUST03902,SKU04187,2021-12-04 17:08:30,Purchase,Organic,ORD0000166-1
CHN0671913,Play Store,CUST01880,SKU04709,2024-11-21 08:58:37,Click,Organic,
CHN0924408,Play Store,CUST01880,SKU04709,2024-11-21 08:59:21,Viewed,Organic,
CHN1751780,Play Store,CUST01880,SKU04709,2024-11-21 08:59:58,Add to Cart,Organic,
CHN7237517,Play Store,CUST01880,SKU04709,2024-11-21 09:00:09,Purchase,Organic,ORD0000167-1
CHN6054199,Website,CUST01203,SKU03015,2022-12-26 10:04:04,Click,Organic,
CHN1718730,Website,CUST01203,SKU03015,2022-12-26 10:05:27,Viewed,Organic,
CHN5135818,Website,CUST01203,SKU03015,2022-12-26 10:05:46,Add to Cart,Organic,
CHN7389642,Website,CUST01203,SKU03015,2022-12-26 10:05:58,Purchase,Organic,ORD0000168-1
CHN8293684,Play Store,CUST00137,SKU04642,2021-02-15 01:03:02,Click,Organic,
CHN8696130,Play Store,CUST00137,SKU04642,2021-02-15 01:03:51,Viewed,Organic,
CHN8075302,Play Store,CUST00137,SKU04642,2021-02-15 01:04:06,Add to Cart,Organic,
CHN9305717,Play Store,CUST00137,SKU04642,2021-02-15 01:04:20,Purchase,Organic,ORD0000169-1
CHN9668455,App Store,CUST03676,SKU04669,2020-05-21 01:28:29,Click,Organic,
CHN1839349,App Store,CUST03676,SKU04669,2020-05-21 01:28:30,Viewed,Organic,
CHN5304403,App Store,CUST03676,SKU04669,2020-05-21 01:28:49,Add to Cart,Organic,
CHN7217814,App Store,CUST03676,SKU04669,2020-05-21 01:29:08,Purchase,Organic,ORD0000170-1
CHN7500827,App Store,CUST01581,SKU00867,2020-05-30 05:40:07,Purchase,Click to Buy,ORD0000171-1
CHN0865327,Website,CUST02153,SKU00952,2024-07-15 20:10:59,Click,Organic,
CHN7052034,Website,CUST02153,SKU00952,2024-07-15 20:11:07,Viewed,Organic,
CHN0291306,Website,CUST02153,SKU00952,2024-07-15 20:11:39,Add to Cart,Organic,
CHN1917733,Website,CUST02153,SKU00952,2024-07-15 20:11:57,Purchase,Organic,ORD0000172-1
CHN7712574,Website,CUST03704,SKU04005,2021-12-14 05:21:15,Click,Organic,
CHN2913803,Website,CUST03704,SKU04005,2021-12-14 05:21:41,Viewed,Organic,
CHN9366077,Website,CUST03704,SKU04005,2021-12-14 05:21:46,Add to Cart,Organic,
CHN3306849,Website,CUST03704,SKU04005,2021-12-14 05:22:01,Purchase,Organic,ORD0000173-1
CHN7076321,App Store,CUST02098,SKU02394,2022-08-29 10:21:09,Click,Organic,
CHN0745986,App Store,CUST02098,SKU02394,2022-08-29 10:22:15,Viewed,Organic,
CHN8153860,App Store,CUST02098,SKU02394,2022-08-29 10:22:53,Add to Cart,Organic,
CHN8715797,App Store,CUST02098,SKU02394,2022-08-29 10:23:05,Purchase,Organic,ORD0000174-1
CHN7036721,Play Store,CUST02478,SKU01671,2023-09-22 10:44:09,Click,Organic,
CHN2635877,Play Store,CUST02478,SKU01671,2023-09-22 10:43:53,Viewed,Organic,
CHN3887132,Play Store,CUST02478,SKU01671,2023-09-22 10:44:27,Add to Cart,Organic,
CHN9340543,Play Store,CUST02478,SKU01671,2023-09-22 10:44:41,Purchase,Organic,ORD0000175-1
CHN8900636,Website,CUST03198,SKU00273,2022-01-04 04:24:16,Click,Organic,
CHN0713210,Website,CUST03198,SKU00273,2022-01-04 04:25:02,Viewed,Organic,
CHN3906550,Website,CUST03198,SKU00273,2022-01-04 04:25:33,Add to Cart,Organic,
CHN0259841,Website,CUST03198,SKU00273,2022-01-04 04:25:49,Purchase,Organic,ORD0000176-1
CHN4673645,Website,CUST04670,SKU02929,2022-09-20 08:20:04,Click,Organic,
CHN2954614,Website,CUST04670,SKU02929,2022-09-20 08:20:36,Viewed,Organic,
CHN9393014,Website,CUST04670,SKU02929,2022-09-20 08:21:20,Add to Cart,Organic,
CHN2159226,Website,CUST04670,SKU02929,2022-09-20 08:21:32,Purchase,Organic,ORD0000177-1
CHN1916487,Website,CUST04828,SKU02621,2023-11-08 19:46:18,Click,Organic,
CHN0508396,Website,CUST04828,SKU02621,2023-11-08 19:47:26,Viewed,Organic,
CHN4446802,Website,CUST04828,SKU02621,2023-11-08 19:47:34,Add to Cart,Organic,
CHN5821773,Website,CUST04828,SKU02621,2023-11-08 19:47:52,Purchase,Organic,ORD0000178-1
CHN9995668,Play Store,CUST00362,SKU02602,2020-08-11 08:11:03,Click,Organic,
CHN8245473,Play Store,CUST00362,SKU02602,2020-08-11 08:11:14,Viewed,Organic,
CHN7273845,Play Store,CUST00362,SKU02602,2020-08-11 08:11:26,Add to Cart,Organic,
CHN9668256,Play Store,CUST00362,SKU02602,2020-08-11 08:11:43,Purchase,Organic,ORD0000179-1
CHN9948508,Website,CUST04855,SKU00418,2020-05-21 23:09:50,Click,Organic,
CHN3107642,Website,CUST04855,SKU00418,2020-05-21 23:10:57,Viewed,Organic,
CHN1406864,Website,CUST04855,SKU00418,2020-05-21 23:11:34,Add to Cart,Organic,
CHN8545038,Website,CUST04855,SKU00418,2020-05-21 23:11:46,Purchase,Organic,ORD0000180-1
CHN6991214,Play Store,CUST01543,SKU02337,2024-06-07 13:06:00,Click,Organic,
CHN1252844,Play Store,CUST01543,SKU02337,2024-06-07 13:07:00,Viewed,Organic,
CHN9383938,Play Store,CUST01543,SKU02337,2024-06-07 13:07:15,Add to Cart,Organic,
CHN7695909,Play Store,CUST01543,SKU02337,2024-06-07 13:07:25,Purchase,Organic,ORD0000181-1
CHN1674510,App Store,CUST01908,SKU00132,2020-05-30 20:43:03,Click,Organic,
CHN6309991,App Store,CUST01908,SKU00132,2020-05-30 20:43:56,Viewed,Organic,
CHN8624863,App Store,CUST01908,SKU00132,2020-05-30 20:44:43,Add to Cart,Organic,
CHN6179967,App Store,CUST01908,SKU00132,2020-05-30 20:44:56,Purchase,Organic,ORD0000182-1
CHN3896889,Website,CUST01706,SKU01026,2020-12-02 17:46:23,Purchase,Click to Buy,ORD0000183-1
CHN7829340,App Store,CUST00131,SKU04062,2021-07-23 00:58:45,Click,Organic,
CHN0087016,App Store,CUST00131,SKU04062,2021-07-23 01:00:00,Viewed,Organic,
CHN3616840,App Store,CUST00131,SKU04062,2021-07-23 01:00:02,Add to Cart,Organic,
CHN2332409,App Store,CUST00131,SKU04062,2021-07-23 01:00:22,Purchase,Organic,ORD0000184-1
CHN7466625,Website,CUST01697,SKU04726,2024-10-28 15:44:04,Click,Organic,
CHN7688661,Website,CUST01697,SKU04726,2024-10-28 15:43:52,Viewed,Organic,
CHN6293376,Website,CUST01697,SKU04726,2024-10-28 15:44:31,Add to Cart,Organic,
CHN7893703,Website,CUST01697,SKU04726,2024-10-28 15:44:47,Purchase,Organic,ORD0000185-1
CHN5026191,Website,CUST01029,SKU04721,2020-04-29 14:06:45,Click,Organic,
CHN0072840,Website,CUST01029,SKU04721,2020-04-29 14:06:51,Viewed,Organic,
CHN4937881,Website,CUST01029,SKU04721,2020-04-29 14:07:07,Add to Cart,Organic,
CHN8246349,Website,CUST01029,SKU04721,2020-04-29 14:07:26,Purchase,Organic,ORD0000186-1
CHN0838250,Website,CUST03660,SKU03177,2024-02-20 17:44:10,Click,Organic,
CHN0273518,Website,CUST03660,SKU03177,2024-02-20 17:45:06,Viewed,Organic,
CHN3319785,Website,CUST03660,SKU03177,2024-02-20 17:45:21,Add to Cart,Organic,
CHN2430638,Website,CUST03660,SKU03177,2024-02-20 17:45:33,Purchase,Organic,ORD0000187-1
CHN2005602,Website,CUST01913,SKU00874,2022-12-02 06:24:13,Click,Organic,
CHN5830646,Website,CUST01913,SKU00874,2022-12-02 06:24:16,Viewed,Organic,
CHN1360729,Website,CUST01913,SKU00874,2022-12-02 06:24:58,Add to Cart,Organic,
CHN1383368,Website,CUST01913,SKU00874,2022-12-02 06:25:10,Purchase,Organic,ORD0000188-1
CHN2130866,Play Store,CUST02700,SKU00536,2023-01-09 11:51:11,Click,Organic,
CHN7939971,Play Store,CUST02700,SKU00536,2023-01-09 11:51:23,Viewed,Organic,
CHN8905288,Play Store,CUST02700,SKU00536,2023-01-09 11:51:27,Add to Cart,Organic,
CHN1631339,Play Store,CUST02700,SKU00536,2023-01-09 11:51:43,Purchase,Organic,ORD0000189-1
CHN1875483,Website,CUST00247,SKU03998,2022-06-29 17:35:22,Click,Organic,
CHN4252563,Website,CUST00247,SKU03998,2022-06-29 17:35:49,Viewed,Organic,
CHN1909943,Website,CUST00247,SKU03998,2022-06-29 17:36:07,Add to Cart,Organic,
CHN9519551,Website,CUST00247,SKU03998,2022-06-29 17:36:27,Purchase,Organic,ORD0000190-1
CHN8349146,App Store,CUST00745,SKU01833,2022-02-19 16:03:10,Purchase,Click to Buy,ORD0000191-1
CHN0243140,Play Store,CUST04039,SKU04838,2022-12-08 08:06:41,Purchase,Click to Buy,ORD0000192-1
CHN0243854,App Store,CUST03444,SKU00616,2020-09-26 18:00:20,Click,Organic,
CHN2143301,App Store,CUST03444,SKU00616,2020-09-26 18:00:22,Viewed,Organic,
CHN2517442,App Store,CUST03444,SKU00616,2020-09-26 18:00:54,Add to Cart,Organic,
CHN8490116,App Store,CUST03444,SKU00616,2020-09-26 18:01:10,Purchase,Organic,ORD0000193-1
CHN2001940,App Store,CUST01483,SKU01812,2020-10-24 11:27:00,Purchase,Click to Buy,ORD0000194-1
CHN2747150,Play Store,CUST02897,SKU01045,2022-08-31 19:41:16,Purchase,Click to Buy,ORD0000195-1
CHN6136857,Website,CUST00047,SKU00859,2022-03-29 23:24:44,Click,Organic,
CHN0052451,Website,CUST00047,SKU00859,2022-03-29 23:25:17,Viewed,Organic,
CHN6714570,Website,CUST00047,SKU00859,2022-03-29 23:26:02,Add to Cart,Organic,
CHN4383786,Website,CUST00047,SKU00859,2022-03-29 23:26:14,Purchase,Organic,ORD0000196-1
CHN0405494,Website,CUST03368,SKU02722,2024-02-27 03:36:03,Click,Organic,
CHN7382485,Website,CUST03368,SKU02722,2024-02-27 03:37:26,Viewed,Organic,
CHN9830747,Website,CUST03368,SKU02722,2024-02-27 03:37:38,Add to Cart,Organic,
CHN5404471,Website,CUST03368,SKU02722,2024-02-27 03:37:58,Purchase,Organic,ORD0000197-1
CHN6167486,App Store,CUST04065,SKU00413,2022-10-12 23:41:57,Click,Organic,
CHN8570174,App Store,CUST04065,SKU00413,2022-10-12 23:43:19,Viewed,Organic,
CHN4028967,App Store,CUST04065,SKU00413,2022-10-12 23:43:29,Add to Cart,Organic,
CHN2172539,App Store,CUST04065,SKU00413,2022-10-12 23:43:39,Purchase,Organic,ORD0000198-1
CHN1363202,Website,CUST03684,SKU00933,2022-12-23 18:42:03,Click,Organic,
CHN8743795,Website,CUST03684,SKU00933,2022-12-23 18:41:59,Viewed,Organic,
CHN4685156,Website,CUST03684,SKU00933,2022-12-23 18:42:27,Add to Cart,Organic,
CHN0524025,Website,CUST03684,SKU00933,2022-12-23 18:42:43,Purchase,Organic,ORD0000199-1
CHN9501515,App Store,CUST04073,SKU04828,2024-01-13 00:24:37,Click,Organic,
CHN8832623,App Store,CUST04073,SKU04828,2024-01-13 00:25:31,Viewed,Organic,
CHN0227475,App Store,CUST04073,SKU04828,2024-01-13 00:26:13,Add to Cart,Organic,
CHN7124413,App Store,CUST04073,SKU04828,2024-01-13 00:26:29,Purchase,Organic,ORD0000200-1
CHN4636469,Play Store,CUST03520,SKU01290,2023-09-24 19:27:17,Click,Organic,
CHN5111119,Play Store,CUST03520,SKU01290,2023-09-24 19:27:54,Viewed,Organic,
CHN0093062,Play Store,CUST03520,SKU01290,2023-09-24 19:28:27,Add to Cart,Organic,
CHN7408066,Play Store,CUST03520,SKU01290,2023-09-24 19:28:45,Purchase,Organic,ORD0000201-1
CHN5979417,Website,CUST04357,SKU02897,2023-04-23 09:23:23,Click,Organic,
CHN8414864,Website,CUST04357,SKU02897,2023-04-23 09:23:50,Viewed,Organic,
CHN5128129,Website,CUST04357,SKU02897,2023-04-23 09:24:15,Add to Cart,Organic,
CHN7739714,Website,CUST04357,SKU02897,2023-04-23 09:24:35,Purchase,Organic,ORD0000202-1
CHN1301391,Play Store,CUST04081,SKU03109,2023-09-08 14:16:20,Purchase,Click to Buy,ORD0000203-1
CHN7430973,Website,CUST03941,SKU03709,2024-10-19 12:55:21,Click,Organic,
CHN4085571,Website,CUST03941,SKU03709,2024-10-19 12:55:48,Viewed,Organic,
CHN9480518,Website,CUST03941,SKU03709,2024-10-19 12:55:54,Add to Cart,Organic,
CHN9624899,Website,CUST03941,SKU03709,2024-10-19 12:56:08,Purchase,Organic,ORD0000204-1
CHN0263504,Play Store,CUST03325,SKU03737,2020-02-19 02:01:58,Purchase,Click to Buy,ORD0000205-1
CHN9939055,Play Store,CUST00956,SKU01133,2021-09-11 07:22:25,Click,Organic,
CHN1729406,Play Store,CUST00956,SKU01133,2021-09-11 07:23:38,Viewed,Organic,
CHN2346500,Play Store,CUST00956,SKU01133,2021-09-11 07:24:01,Add to Cart,Organic,
CHN0531427,Play Store,CUST00956,SKU01133,2021-09-11 07:24:19,Purchase,Organic,ORD0000206-1
CHN3565408,Website,CUST03907,SKU00264,2022-03-31 03:00:40,Click,Organic,
CHN8043554,Website,CUST03907,SKU00264,2022-03-31 03:00:48,Viewed,Organic,
CHN1422985,Website,CUST03907,SKU00264,2022-03-31 03:01:06,Add to Cart,Organic,
CHN4461682,Website,CUST03907,SKU00264,2022-03-31 03:01:17,Purchase,Organic,ORD0000207-1
CHN0027312,App Store,CUST03043,SKU03407,2024-05-25 04:18:22,Click,Organic,
CHN9994844,App Store,CUST03043,SKU03407,2024-05-25 04:19:45,Viewed,Organic,
CHN8700242,App Store,CUST03043,SKU03407,2024-05-25 04:20:08,Add to Cart,Organic,
CHN5044533,App Store,CUST03043,SKU03407,2024-05-25 04:20:20,Purchase,Organic,ORD0000208-1
CHN7132253,App Store,CUST01868,SKU02273,2024-05-06 23:56:35,Click,Organic,
CHN6579570,App Store,CUST01868,SKU02273,2024-05-06 23:56:59,Viewed,Organic,
CHN6929339,App Store,CUST01868,SKU02273,2024-05-06 23:57:11,Add to Cart,Organic,
CHN2542288,App Store,CUST01868,SKU02273,2024-05-06 23:57:22,Purchase,Organic,ORD0000209-1
CHN4933837,App Store,CUST00926,SKU01329,2020-08-01 23:09:44,Click,Organic,
CHN4188859,App Store,CUST00926,SKU01329,2020-08-01 23:10:29,Viewed,Organic,
CHN1840145,App Store,CUST00926,SKU01329,2020-08-01 23:10:30,Add to Cart,Organic,
CHN2534675,App Store,CUST00926,SKU01329,2020-08-01 23:10:50,Purchase,Organic,ORD0000210-1
CHN7056164,App Store,CUST00591,SKU03345,2023-09-26 05:31:38,Click,Organic,
CHN0379924,App Store,CUST00591,SKU03345,2023-09-26 05:32:11,Viewed,Organic,
CHN6669968,App Store,CUST00591,SKU03345,2023-09-26 05:32:38,Add to Cart,Organic,
CHN0820212,App Store,CUST00591,SKU03345,2023-09-26 05:32:58,Purchase,Organic,ORD0000211-1
CHN7781686,App Store,CUST02119,SKU04403,2024-06-21 20:13:47,Click,Organic,
CHN2292267,App Store,CUST02119,SKU04403,2024-06-21 20:15:02,Viewed,Organic,
CHN1414556,App Store,CUST02119,SKU04403,2024-06-21 20:15:11,Add to Cart,Organic,
CHN0478461,App Store,CUST02119,SKU04403,2024-06-21 20:15:29,Purchase,Organic,ORD0000212-1
CHN1920288,App Store,CUST00946,SKU01909,2020-09-06 23:10:06,Click,Organic,
CHN7527971,App Store,CUST00946,SKU01909,2020-09-06 23:10:57,Viewed,Organic,
CHN7127048,App Store,CUST00946,SKU01909,2020-09-06 23:11:39,Add to Cart,Organic,
CHN4653650,App Store,CUST00946,SKU01909,2020-09-06 23:11:54,Purchase,Organic,ORD0000213-1
CHN2153726,App Store,CUST00660,SKU01081,2021-06-21 07:22:21,Click,Organic,
CHN6492665,App Store,CUST00660,SKU01081,2021-06-21 07:23:37,Viewed,Organic,
CHN3874727,App Store,CUST00660,SKU01081,2021-06-21 07:24:10,Add to Cart,Organic,
CHN4462817,App Store,CUST00660,SKU01081,2021-06-21 07:24:21,Purchase,Organic,ORD0000214-1
CHN5369259,Play Store,CUST02346,SKU00742,2024-03-26 15:34:42,Click,Organic,
CHN6814036,Play Store,CUST02346,SKU00742,2024-03-26 15:35:14,Viewed,Organic,
CHN0696239,Play Store,CUST02346,SKU00742,2024-03-26 15:35:26,Add to Cart,Organic,
CHN5931925,Play Store,CUST02346,SKU00742,2024-03-26 15:35:43,Purchase,Organic,ORD0000215-1
CHN8501624,Website,CUST02049,SKU04675,2024-12-04 14:29:13,Click,Organic,
CHN1627892,Website,CUST02049,SKU04675,2024-12-04 14:29:19,Viewed,Organic,
CHN0162796,Website,CUST02049,SKU04675,2024-12-04 14:29:40,Add to Cart,Organic,
CHN3906901,Website,CUST02049,SKU04675,2024-12-04 14:29:51,Purchase,Organic,ORD0000216-1
CHN8509777,Play Store,CUST03693,SKU04418,2024-06-03 04:55:47,Click,Organic,
CHN6690432,Play Store,CUST03693,SKU04418,2024-06-03 04:56:57,Viewed,Organic,
CHN2992951,Play Store,CUST03693,SKU04418,2024-06-03 04:57:10,Add to Cart,Organic,
CHN0752968,Play Store,CUST03693,SKU04418,2024-06-03 04:57:28,Purchase,Organic,ORD0000217-1
CHN3586055,App Store,CUST03926,SKU03712,2021-12-11 02:15:09,Click,Organic,
CHN4959563,App Store,CUST03926,SKU03712,2021-12-11 02:16:08,Viewed,Organic,
CHN1900007,App Store,CUST03926,SKU03712,2021-12-11 02:16:17,Add to Cart,Organic,
CHN0520656,App Store,CUST03926,SKU03712,2021-12-11 02:16:28,Purchase,Organic,ORD0000218-1
CHN8043536,Website,CUST01028,SKU00511,2022-06-20 15:48:59,Click,Organic,
CHN1519999,Website,CUST01028,SKU00511,2022-06-20 15:49:49,Viewed,Organic,
CHN0266943,Website,CUST01028,SKU00511,2022-06-20 15:50:29,Add to Cart,Organic,
CHN5541688,Website,CUST01028,SKU00511,2022-06-20 15:50:46,Purchase,Organic,ORD0000219-1
CHN4787427,Play Store,CUST01505,SKU04919,2024-03-25 10:11:08,Click,Organic,
CHN8566037,Play Store,CUST01505,SKU04919,2024-03-25 10:12:37,Viewed,Organic,
CHN8376604,Play Store,CUST01505,SKU04919,2024-03-25 10:12:37,Add to Cart,Organic,
CHN6272068,Play Store,CUST01505,SKU04919,2024-03-25 10:12:57,Purchase,Organic,ORD0000220-1
CHN0516550,Play Store,CUST01139,SKU02444,2023-03-06 19:31:56,Click,Organic,
CHN2721386,Play Store,CUST01139,SKU02444,2023-03-06 19:33:30,Viewed,Organic,
CHN6776910,Play Store,CUST01139,SKU02444,2023-03-06 19:33:35,Add to Cart,Organic,
CHN9965762,Play Store,CUST01139,SKU02444,2023-03-06 19:33:55,Purchase,Organic,ORD0000221-1
CHN5764106,Website,CUST04132,SKU01370,2024-11-03 07:14:54,Click,Organic,
CHN7535090,Website,CUST04132,SKU01370,2024-11-03 07:15:29,Viewed,Organic,
CHN9041204,Website,CUST04132,SKU01370,2024-11-03 07:15:30,Add to Cart,Organic,
CHN1841921,Website,CUST04132,SKU01370,2024-11-03 07:15:49,Purchase,Organic,ORD0000222-1
CHN1362327,App Store,CUST02018,SKU00952,2021-05-27 07:19:21,Click,Organic,
CHN2853064,App Store,CUST02018,SKU00952,2021-05-27 07:19:35,Viewed,Organic,
CHN1054923,App Store,CUST02018,SKU00952,2021-05-27 07:19:50,Add to Cart,Organic,
CHN4524379,App Store,CUST02018,SKU00952,2021-05-27 07:20:10,Purchase,Organic,ORD0000223-1
CHN1350995,Play Store,CUST01036,SKU03175,2020-12-08 10:14:27,Click,Organic,
CHN4985688,Play Store,CUST01036,SKU03175,2020-12-08 10:15:14,Viewed,Organic,
CHN9578376,Play Store,CUST01036,SKU03175,2020-12-08 10:15:53,Add to Cart,Organic,
CHN5190377,Play Store,CUST01036,SKU03175,2020-12-08 10:16:11,Purchase,Organic,ORD0000224-1
CHN4342028,Website,CUST03541,SKU03909,2022-01-03 19:55:05,Click,Organic,
CHN9389305,Website,CUST03541,SKU03909,2022-01-03 19:55:15,Viewed,Organic,
CHN1879408,Website,CUST03541,SKU03909,2022-01-03 19:56:03,Add to Cart,Organic,
CHN1274702,Website,CUST03541,SKU03909,2022-01-03 19:56:14,Purchase,Organic,ORD0000225-1
CHN5292880,App Store,CUST03912,SKU04692,2021-05-16 21:20:45,Purchase,Click to Buy,ORD0000226-1
CHN6622738,Play Store,CUST04567,SKU00359,2020-11-28 13:03:46,Click,Organic,
CHN2894122,Play Store,CUST04567,SKU00359,2020-11-28 13:04:20,Viewed,Organic,
CHN2527928,Play Store,CUST04567,SKU00359,2020-11-28 13:05:02,Add to Cart,Organic,
CHN6417964,Play Store,CUST04567,SKU00359,2020-11-28 13:05:17,Purchase,Organic,ORD0000227-1
CHN8855018,Website,CUST02949,SKU03333,2021-05-07 15:40:46,Click,Organic,
CHN5452187,Website,CUST02949,SKU03333,2021-05-07 15:40:26,Viewed,Organic,
CHN7535935,Website,CUST02949,SKU03333,2021-05-07 15:41:09,Add to Cart,Organic,
CHN4796068,Website,CUST02949,SKU03333,2021-05-07 15:41:23,Purchase,Organic,ORD0000228-1
CHN8864921,Website,CUST00779,SKU04731,2021-07-18 02:52:49,Click,Organic,
CHN9277166,Website,CUST00779,SKU04731,2021-07-18 02:53:17,Viewed,Organic,
CHN8715943,Website,CUST00779,SKU04731,2021-07-18 02:53:32,Add to Cart,Organic,
CHN7497054,Website,CUST00779,SKU04731,2021-07-18 02:53:49,Purchase,Organic,ORD0000229-1
CHN1325962,Play Store,CUST02546,SKU00725,2022-01-12 04:08:25,Click,Organic,
CHN5243393,Play Store,CUST02546,SKU00725,2022-01-12 04:09:02,Viewed,Organic,
CHN7103157,Play Store,CUST02546,SKU00725,2022-01-12 04:09:13,Add to Cart,Organic,
CHN6878833,Play Store,CUST02546,SKU00725,2022-01-12 04:09:30,Purchase,Organic,ORD0000230-1
CHN0059726,Play Store,CUST02650,SKU00846,2020-08-12 01:09:15,Click,Organic,
CHN4771250,Play Store,CUST02650,SKU00846,2020-08-12 01:09:28,Viewed,Organic,
CHN4273911,Play Store,CUST02650,SKU00846,2020-08-12 01:09:42,Add to Cart,Organic,
CHN0470277,Play Store,CUST02650,SKU00846,2020-08-12 01:10:00,Purchase,Organic,ORD0000231-1
CHN3893074,Website,CUST01003,SKU00147,2021-02-23 17:36:57,Click,Organic,
CHN5717490,Website,CUST01003,SKU00147,2021-02-23 17:36:59,Viewed,Organic,
CHN4494630,Website,CUST01003,SKU00147,2021-02-23 17:37:17,Add to Cart,Organic,
CHN0760190,Website,CUST01003,SKU00147,2021-02-23 17:37:30,Purchase,Organic,ORD0000232-1
CHN1201459,App Store,CUST01295,SKU03635,2020-06-09 04:39:44,Click,Organic,
CHN5770730,App Store,CUST01295,SKU03635,2020-06-09 04:39:48,Viewed,Organic,
CHN1856127,App Store,CUST01295,SKU03635,2020-06-09 04:40:05,Add to Cart,Organic,
CHN3317333,App Store,CUST01295,SKU03635,2020-06-09 04:40:25,Purchase,Organic,ORD0000233-1
CHN3215522,App Store,CUST01675,SKU02539,2024-09-22 00:13:42,Purchase,Click to Buy,ORD0000234-1
CHN7926379,App Store,CUST01024,SKU03900,2023-09-10 01:45:14,Click,Organic,
CHN8889096,App Store,CUST01024,SKU03900,2023-09-10 01:46:20,Viewed,Organic,
CHN4439266,App Store,CUST01024,SKU03900,2023-09-10 01:46:45,Add to Cart,Organic,
CHN0578411,App Store,CUST01024,SKU03900,2023-09-10 01:47:05,Purchase,Organic,ORD0000235-1
CHN7400052,Website,CUST02856,SKU03924,2020-09-22 07:30:27,Click,Organic,
CHN2850783,Website,CUST02856,SKU03924,2020-09-22 07:31:21,Viewed,Organic,
CHN7871143,Website,CUST02856,SKU03924,2020-09-22 07:31:59,Add to Cart,Organic,
CHN8675586,Website,CUST02856,SKU03924,2020-09-22 07:32:14,Purchase,Organic,ORD0000236-1
CHN3289682,App Store,CUST03486,SKU01221,2023-08-27 17:13:07,Click,Organic,
CHN9327697,App Store,CUST03486,SKU01221,2023-08-27 17:12:54,Viewed,Organic,
CHN3501631,App Store,CUST03486,SKU01221,2023-08-27 17:13:30,Add to Cart,Organic,
CHN2881348,App Store,CUST03486,SKU01221,2023-08-27 17:13:47,Purchase,Organic,ORD0000237-1
CHN6645865,App Store,CUST04412,SKU04062,2022-12-30 01:32:18,Click,Organic,
CHN4675604,App Store,CUST04412,SKU04062,2022-12-30 01:32:13,Viewed,Organic,
