transaction_id,order_id,order_date,customer_id,channel_type,sku_id,quantity,price,before_discount,discount_item,after_discount,is_gross,is_valid,is_net
TX0000293,ORD0000293-1,2020-02-25 02:24:40,CUST04183,App Store,SKU04325,1,135966,135966,0,135966,1,1,1
TX0000294,ORD0000294-1,2021-08-18 07:43:09,CUST02395,Play Store,SKU00312,5,1521709,7608545,0,7608545,1,1,1
TX0000295,ORD0000295-1,2021-03-02 02:20:13,CUST02646,Website,SKU02031,309,32763,10123767,0,10123767,1,1,1
TX0000295,ORD0000295-2,2021-03-02 02:20:13,CUST02646,Website,SKU01629,1,1514231,1514231,0,1514231,1,1,1
TX0000296,ORD0000296-1,2023-06-29 15:47:20,CUST04103,Play Store,SKU01714,1,41509,41509,0,41509,1,1,1
TX0000297,ORD0000297-1,2022-08-13 01:19:42,CUST04431,App Store,SKU01965,1,17420687,17420687,0,17420687,1,1,1
TX0000297,ORD0000297-2,2022-08-13 01:19:42,CUST04431,App Store,SKU01740,1,153332,153332,0,153332,1,1,1
TX0000297,ORD0000297-3,2022-08-13 01:19:42,CUST04431,App Store,SKU00423,1,224862,224862,11958,212904,1,1,1
TX0000297,ORD0000297-4,2022-08-13 01:19:42,CUST04431,App Store,SKU04067,1,450477,450477,24156,426321,1,1,1
TX0000297,ORD0000297-5,2022-08-13 01:19:42,CUST04431,App Store,SKU02780,2,1244400,2488800,0,2488800,1,1,1
TX0000298,ORD0000298-1,2023-06-14 07:19:15,CUST00139,Play Store,SKU04295,1,487772,487772,0,487772,1,1,1
TX0000298,ORD0000298-2,2023-06-14 07:19:15,CUST00139,Play Store,SKU01873,4,35702,142808,0,142808,1,1,1
TX0000299,ORD0000299-1,2021-10-26 08:53:23,CUST01249,Play Store,SKU04227,1,1202260,1202260,0,1202260,1,1,1
TX0000299,ORD0000299-2,2021-10-26 08:53:23,CUST01249,Play Store,SKU01547,1,7668421,7668421,0,7668421,1,1,1
TX0000299,ORD0000299-3,2021-10-26 08:53:23,CUST01249,Play Store,SKU02901,1,33654,33654,0,33654,1,1,1
TX0000300,ORD0000300-1,2024-03-14 08:03:50,CUST02221,Website,SKU03429,1,33178,33178,6588,26590,1,1,1
TX0000301,ORD0000301-1,2023-12-23 07:01:30,CUST00897,Website,SKU00142,2,22760,45520,0,45520,1,1,1
TX0000302,ORD0000302-1,2022-12-27 18:27:13,CUST00560,App Store,SKU02823,1,707223,707223,37776,669447,1,1,1
TX0000303,ORD0000303-1,2022-01-10 02:10:43,CUST04586,Website,SKU01440,1,322655,322655,0,322655,1,1,1
TX0000304,ORD0000304-1,2024-05-27 20:34:58,CUST01248,Website,SKU00072,1,688305,688305,0,688305,1,1,1
TX0000304,ORD0000304-2,2024-05-27 20:34:58,CUST01248,Website,SKU02334,1,447882,447882,0,447882,1,1,0
TX0000304,ORD0000304-3,2024-05-27 20:34:58,CUST01248,Website,SKU00394,2,32920,65840,8136,57704,1,1,1
TX0000305,ORD0000305-1,2024-04-03 12:42:41,CUST00322,Website,SKU00199,2,632817,1265634,0,1265634,1,1,1
TX0000306,ORD0000306-1,2021-01-08 23:33:41,CUST00132,App Store,SKU03593,2,486522,973044,0,973044,1,1,1
TX0000306,ORD0000306-2,2021-01-08 23:33:41,CUST00132,App Store,SKU04678,2,543029,1086058,0,1086058,1,1,1
TX0000307,ORD0000307-1,2024-04-27 02:15:13,CUST00696,Website,SKU04013,1,305887,305887,0,305887,1,1,1
TX0000308,ORD0000308-1,2021-07-18 14:17:45,CUST02697,Website,SKU03312,1,35982,35982,0,35982,1,1,1
TX0000309,ORD0000309-1,2020-06-28 05:22:29,CUST02190,Website,SKU04914,1,268732,268732,0,268732,1,1,1
TX0000310,ORD0000310-1,2023-03-17 06:09:15,CUST03076,Website,SKU01018,1,195259,195259,0,195259,1,1,1
TX0000311,ORD0000311-1,2024-11-02 11:45:10,CUST03083,App Store,SKU03778,1,704882,704882,0,704882,1,1,1
TX0000312,ORD0000312-1,2023-11-26 23:01:01,CUST04567,Play Store,SKU01154,1,483138,483138,0,483138,1,1,1
TX0000312,ORD0000312-2,2023-11-26 23:01:01,CUST04567,Play Store,SKU02060,1,710722,710722,0,710722,1,1,1
TX0000312,ORD0000312-3,2023-11-26 23:01:01,CUST04567,Play Store,SKU02270,1,259899,259899,0,259899,1,1,1
TX0000312,ORD0000312-4,2023-11-26 23:01:01,CUST04567,Play Store,SKU00650,1,602281,602281,0,602281,1,1,1
TX0000312,ORD0000312-5,2023-11-26 23:01:01,CUST04567,Play Store,SKU01104,1,522571,522571,0,522571,1,1,1
TX0000313,ORD0000313-1,2023-10-11 01:59:46,CUST00014,App Store,SKU03883,1,780796,780796,0,780796,1,1,1
TX0000314,ORD0000314-1,2023-08-08 00:16:05,CUST01029,App Store,SKU03942,1,45271,45271,0,45271,1,1,1
TX0000315,ORD0000315-1,2022-09-05 17:34:39,CUST02193,Play Store,SKU04084,1,105544,105544,0,105544,1,1,1
TX0000316,ORD0000316-1,2022-09-28 04:26:31,CUST04667,App Store,SKU04054,1,656243,656243,0,656243,1,1,1
TX0000317,ORD0000317-1,2023-12-01 19:13:37,CUST00418,Website,SKU02907,1,333071,333071,0,333071,1,1,1
TX0000318,ORD0000318-1,2022-10-08 15:56:33,CUST00295,Play Store,SKU04411,1,504489,504489,46486,458003,1,1,1
TX0000318,ORD0000318-2,2022-10-08 15:56:33,CUST00295,Play Store,SKU01996,2,14654690,29309380,0,29309380,1,1,1
TX0000319,ORD0000319-1,2023-09-07 04:59:55,CUST03891,App Store,SKU00953,2,877011,1754022,0,1754022,1,1,1
TX0000319,ORD0000319-2,2023-09-07 04:59:55,CUST03891,App Store,SKU02769,2,411768,823536,49764,773772,1,1,1
TX0000319,ORD0000319-3,2023-09-07 04:59:55,CUST03891,App Store,SKU02341,2,301760,603520,0,603520,1,1,1
TX0000319,ORD0000319-4,2023-09-07 04:59:55,CUST03891,App Store,SKU01076,1,731372,731372,0,731372,1,1,1
TX0000320,ORD0000320-1,2022-08-05 16:00:55,CUST04482,Play Store,SKU04677,1,959854,959854,0,959854,1,1,1
TX0000321,ORD0000321-1,2023-01-05 22:43:05,CUST03022,App Store,SKU00012,1,35782,35782,0,35782,1,1,1
TX0000321,ORD0000321-2,2023-01-05 22:43:05,CUST03022,App Store,SKU01376,2,17497,34994,0,34994,1,1,1
TX0000322,ORD0000322-1,2024-11-01 03:39:17,CUST02569,Play Store,SKU04876,1,193796,193796,0,193796,1,1,1
TX0000322,ORD0000322-2,2024-11-01 03:39:17,CUST02569,Play Store,SKU00790,1,331629,331629,0,331629,1,1,1
TX0000323,ORD0000323-1,2021-03-02 13:51:03,CUST02312,App Store,SKU03265,1,245130,245130,0,245130,1,1,1
TX0000323,ORD0000323-2,2021-03-02 13:51:03,CUST02312,App Store,SKU03535,2,32258,64516,0,64516,1,1,1
TX0000324,ORD0000324-1,2023-11-28 13:28:59,CUST01128,Play Store,SKU02241,1,7991304,7991304,0,7991304,1,1,1
TX0000325,ORD0000325-1,2023-05-03 09:46:33,CUST04949,Play Store,SKU00885,4,80504,322016,0,322016,1,1,1
TX0000325,ORD0000325-2,2023-05-03 09:46:33,CUST04949,Play Store,SKU00418,2,1202836,2405672,0,2405672,1,1,1
TX0000325,ORD0000325-3,2023-05-03 09:46:33,CUST04949,Play Store,SKU02212,1,125860,125860,0,125860,1,1,1
TX0000326,ORD0000326-1,2023-11-23 05:04:35,CUST04869,App Store,SKU00317,1,39795,39795,0,39795,1,1,1
TX0000327,ORD0000327-1,2022-11-28 23:36:26,CUST01190,Play Store,SKU01677,1,475662,475662,0,475662,1,1,0
TX0000327,ORD0000327-2,2022-11-28 23:36:26,CUST01190,Play Store,SKU02712,2,3541117,7082234,0,7082234,1,1,1
TX0000328,ORD0000328-1,2021-06-08 16:16:00,CUST00208,Play Store,SKU04720,1,33956,33956,0,33956,1,1,1
TX0000329,ORD0000329-1,2022-11-09 14:49:58,CUST01363,App Store,SKU00773,1,651272,651272,0,651272,1,1,1
TX0000329,ORD0000329-2,2022-11-09 14:49:58,CUST01363,App Store,SKU00768,5,528574,2642870,362494,2280376,1,1,1
TX0000329,ORD0000329-3,2022-11-09 14:49:58,CUST01363,App Store,SKU00822,1,1479090,1479090,0,1479090,1,1,1
TX0000330,ORD0000330-1,2021-04-17 17:22:43,CUST03499,Play Store,SKU04528,1,37784,37784,0,37784,1,1,1
TX0000330,ORD0000330-2,2021-04-17 17:22:43,CUST03499,Play Store,SKU02575,1,160594,160594,0,160594,1,1,1
TX0000330,ORD0000330-3,2021-04-17 17:22:43,CUST03499,Play Store,SKU04095,3,184177,552531,0,552531,1,1,1
TX0000330,ORD0000330-4,2021-04-17 17:22:43,CUST03499,Play Store,SKU04211,1,292062,292062,0,292062,1,1,1
TX0000330,ORD0000330-5,2021-04-17 17:22:43,CUST03499,Play Store,SKU01161,1,13638248,13638248,1572655,12065593,1,1,0
TX0000331,ORD0000331-1,2020-09-16 09:50:15,CUST01428,App Store,SKU03100,1,24020992,24020992,0,24020992,1,1,1
TX0000331,ORD0000331-2,2020-09-16 09:50:15,CUST01428,App Store,SKU01751,1,412361,412361,0,412361,1,1,1
TX0000332,ORD0000332-1,2024-12-27 16:40:27,CUST02918,Play Store,SKU04865,2,20886205,41772410,4980499,36791911,1,1,1
TX0000332,ORD0000332-2,2024-12-27 16:40:27,CUST02918,Play Store,SKU03567,1,840564,840564,0,840564,1,1,1
TX0000333,ORD0000333-1,2023-08-05 01:48:30,CUST02333,Website,SKU01326,1,466615,466615,0,466615,1,1,1
TX0000334,ORD0000334-1,2024-12-09 16:23:56,CUST03823,App Store,SKU00763,1,480233,480233,0,480233,1,1,1
TX0000335,ORD0000335-1,2020-10-23 04:26:21,CUST00454,Website,SKU02379,1,332739,332739,0,332739,1,0,0
TX0000336,ORD0000336-1,2021-01-19 14:55:56,CUST00290,Website,SKU04598,1,294300,294300,0,294300,1,1,0
TX0000337,ORD0000337-1,2021-08-04 20:25:22,CUST04129,Website,SKU04447,1,240147,240147,0,240147,1,1,1
TX0000338,ORD0000338-1,2024-03-01 15:07:35,CUST04374,App Store,SKU01465,1,1359290,1359290,0,1359290,1,1,1
TX0000339,ORD0000339-1,2022-01-18 22:39:16,CUST00533,Play Store,SKU03760,1,39013,39013,0,39013,1,1,1
TX0000339,ORD0000339-2,2022-01-18 22:39:16,CUST00533,Play Store,SKU02276,1,678962,678962,0,678962,1,1,1
TX0000339,ORD0000339-3,2022-01-18 22:39:16,CUST00533,Play Store,SKU04030,1,67581,67581,0,67581,1,1,1
TX0000339,ORD0000339-4,2022-01-18 22:39:16,CUST00533,Play Store,SKU03680,1,655761,655761,91986,563775,1,1,1
TX0000339,ORD0000339-5,2022-01-18 22:39:16,CUST00533,Play Store,SKU03948,1,1354740,1354740,0,1354740,1,1,1
TX0000340,ORD0000340-1,2023-06-02 20:22:24,CUST03084,Website,SKU03211,1,167592,167592,0,167592,1,1,1
TX0000341,ORD0000341-1,2023-06-21 19:09:45,CUST01557,Website,SKU01764,2,947861,1895722,0,1895722,1,1,1
TX0000342,ORD0000342-1,2021-08-15 15:58:02,CUST02032,Website,SKU01202,1,497837,497837,0,497837,1,1,1
TX0000343,ORD0000343-1,2020-07-06 09:29:03,CUST00276,Play Store,SKU03925,1,27367,27367,0,27367,1,1,1
TX0000343,ORD0000343-2,2020-07-06 09:29:03,CUST00276,Play Store,SKU03854,1,566113,566113,0,566113,1,0,0
TX0000343,ORD0000343-3,2020-07-06 09:29:03,CUST00276,Play Store,SKU03283,1,37094,37094,0,37094,1,1,1
TX0000343,ORD0000343-4,2020-07-06 09:29:03,CUST00276,Play Store,SKU04106,1,478472,478472,0,478472,1,1,1
TX0000344,ORD0000344-1,2023-05-28 20:52:14,CUST04350,Play Store,SKU03145,2,626365,1252730,0,1252730,1,1,1
TX0000345,ORD0000345-1,2021-03-12 06:34:26,CUST04415,App Store,SKU00996,1,37172,37172,0,37172,1,1,1
TX0000346,ORD0000346-1,2022-11-26 10:58:45,CUST00805,App Store,SKU04297,1,591489,591489,0,591489,1,1,1
TX0000346,ORD0000346-2,2022-11-26 10:58:45,CUST00805,App Store,SKU04775,1,39521,39521,0,39521,1,1,0
TX0000347,ORD0000347-1,2023-12-09 17:44:55,CUST01534,Website,SKU04436,1,165782,165782,0,165782,1,1,0
TX0000347,ORD0000347-2,2023-12-09 17:44:55,CUST01534,Website,SKU02106,2,45090,90180,0,90180,1,1,1
TX0000348,ORD0000348-1,2020-03-15 19:39:28,CUST04480,Play Store,SKU01007,5,169352,846760,0,846760,1,1,1
TX0000348,ORD0000348-2,2020-03-15 19:39:28,CUST04480,Play Store,SKU03903,2,1566752,3133504,0,3133504,1,1,1
TX0000349,ORD0000349-1,2020-01-29 08:22:40,CUST04151,App Store,SKU00697,1,3943761,3943761,0,3943761,1,1,1
TX0000350,ORD0000350-1,2021-01-11 06:06:50,CUST02667,Website,SKU02170,1,2247766,2247766,0,2247766,1,0,0
TX0000351,ORD0000351-1,2024-07-10 13:51:06,CUST03358,Play Store,SKU03486,1,395058,395058,0,395058,1,1,1
TX0000352,ORD0000352-1,2022-07-26 22:13:06,CUST04268,App Store,SKU00006,1,179356,179356,0,179356,1,1,1
TX0000352,ORD0000352-2,2022-07-26 22:13:06,CUST04268,App Store,SKU02605,1,9688541,9688541,0,9688541,1,1,1
TX0000352,ORD0000352-3,2022-07-26 22:13:06,CUST04268,App Store,SKU03079,1,1028661,1028661,0,1028661,1,1,1
TX0000352,ORD0000352-4,2022-07-26 22:13:06,CUST04268,App Store,SKU03097,1,530117,530117,0,530117,1,1,1
TX0000353,ORD0000353-1,2023-05-16 03:24:45,CUST02088,Website,SKU00061,2,668707,1337414,0,1337414,1,0,0
TX0000353,ORD0000353-2,2023-05-16 03:24:45,CUST02088,Website,SKU00490,1,863188,863188,0,863188,1,1,1
TX0000354,ORD0000354-1,2022-11-14 20:22:38,CUST02889,Play Store,SKU01465,4,1359290,5437160,951236,4485924,1,1,1
TX0000354,ORD0000354-2,2022-11-14 20:22:38,CUST02889,Play Store,SKU03108,1,1246297,1246297,0,1246297,1,1,1
TX0000354,ORD0000354-3,2022-11-14 20:22:38,CUST02889,Play Store,SKU02766,249,320686,79850814,0,79850814,1,1,1
TX0000354,ORD0000354-4,2022-11-14 20:22:38,CUST02889,Play Store,SKU03554,1,323943,323943,0,323943,1,1,1
TX0000355,ORD0000355-1,2020-01-24 13:48:02,CUST04527,Play Store,SKU02990,2,698042,1396084,0,1396084,1,1,1
TX0000355,ORD0000355-2,2020-01-24 13:48:02,CUST04527,Play Store,SKU00148,1,1530670,1530670,0,1530670,1,1,1
TX0000355,ORD0000355-3,2020-01-24 13:48:02,CUST04527,Play Store,SKU00586,1,460374,460374,0,460374,1,1,1
TX0000356,ORD0000356-1,2021-03-13 14:22:00,CUST02875,Play Store,SKU01311,1,5692753,5692753,0,5692753,1,1,0
TX0000356,ORD0000356-2,2021-03-13 14:22:00,CUST02875,Play Store,SKU03012,1,398229,398229,0,398229,1,1,1
TX0000356,ORD0000356-3,2021-03-13 14:22:00,CUST02875,Play Store,SKU00132,5,925699,4628495,0,4628495,1,1,1
TX0000356,ORD0000356-4,2021-03-13 14:22:00,CUST02875,Play Store,SKU04138,1,181553,181553,0,181553,1,1,0
TX0000357,ORD0000357-1,2023-05-17 00:31:38,CUST02613,App Store,SKU01074,1,1786846,1786846,0,1786846,1,1,1
TX0000357,ORD0000357-2,2023-05-17 00:31:38,CUST02613,App Store,SKU02934,4,10176407,40705628,0,40705628,1,1,1
TX0000357,ORD0000357-3,2023-05-17 00:31:38,CUST02613,App Store,SKU04514,1,475765,475765,0,475765,1,1,1
TX0000358,ORD0000358-1,2021-05-01 06:33:49,CUST02547,Play Store,SKU03413,1,265124,265124,0,265124,1,0,0
TX0000358,ORD0000358-2,2021-05-01 06:33:49,CUST02547,Play Store,SKU01045,1,305541,305541,26843,278698,1,1,1
TX0000359,ORD0000359-1,2021-12-09 15:13:50,CUST03485,App Store,SKU04485,1,564097,564097,0,564097,1,1,1
TX0000360,ORD0000360-1,2021-03-24 04:23:43,CUST01267,App Store,SKU02426,1,434399,434399,0,434399,1,1,1
TX0000360,ORD0000360-2,2021-03-24 04:23:43,CUST01267,App Store,SKU04313,1,21952,21952,0,21952,1,1,0
TX0000361,ORD0000361-1,2022-09-09 04:55:18,CUST04024,App Store,SKU00383,2,845579,1691158,0,1691158,1,1,1
TX0000362,ORD0000362-1,2023-07-07 23:41:28,CUST01604,Play Store,SKU03221,1,205630,205630,18164,187466,1,1,1
TX0000363,ORD0000363-1,2024-08-28 12:21:41,CUST03951,App Store,SKU00610,1,405446,405446,0,405446,1,1,1
TX0000364,ORD0000364-1,2023-12-08 17:27:30,CUST04806,App Store,SKU04939,1,12291901,12291901,0,12291901,1,1,1
TX0000364,ORD0000364-2,2023-12-08 17:27:30,CUST04806,App Store,SKU00224,1,600939,600939,0,600939,1,1,1
TX0000365,ORD0000365-1,2022-09-11 23:32:34,CUST04070,App Store,SKU04567,1,519622,519622,0,519622,1,1,1
TX0000366,ORD0000366-1,2020-07-30 04:47:48,CUST03036,Website,SKU03810,1,1195449,1195449,0,1195449,1,1,1
TX0000366,ORD0000366-2,2020-07-30 04:47:48,CUST03036,Website,SKU03789,1,113730,113730,0,113730,1,1,1
TX0000367,ORD0000367-1,2023-04-03 10:17:06,CUST01371,App Store,SKU01731,2,39859,79718,12684,67034,1,0,0
TX0000368,ORD0000368-1,2020-05-25 00:59:52,CUST04906,App Store,SKU00847,2,33926,67852,0,67852,1,1,1
TX0000369,ORD0000369-1,2023-08-16 00:14:15,CUST00207,App Store,SKU04419,1,22973383,22973383,4105018,18868365,1,1,1
TX0000369,ORD0000369-2,2023-08-16 00:14:15,CUST00207,App Store,SKU01379,2,1531752,3063504,474403,2589101,1,1,1
TX0000369,ORD0000369-3,2023-08-16 00:14:15,CUST00207,App Store,SKU02691,1,1290386,1290386,0,1290386,1,1,1
TX0000369,ORD0000369-4,2023-08-16 00:14:15,CUST00207,App Store,SKU03998,1,319781,319781,0,319781,1,1,0
TX0000370,ORD0000370-1,2020-07-28 04:50:33,CUST01668,App Store,SKU00388,1,335190,335190,0,335190,1,1,1
TX0000370,ORD0000370-2,2020-07-28 04:50:33,CUST01668,App Store,SKU02037,1,520777,520777,0,520777,1,1,1
TX0000371,ORD0000371-1,2022-12-16 10:23:18,CUST00691,Play Store,SKU04325,1,135966,135966,0,135966,1,1,1
TX0000372,ORD0000372-1,2020-04-10 12:40:53,CUST04238,Play Store,SKU03649,2,767697,1535394,80154,1455240,1,1,0
TX0000373,ORD0000373-1,2024-08-22 22:40:04,CUST02439,App Store,SKU04869,1,335950,335950,0,335950,1,1,1
TX0000374,ORD0000374-1,2023-02-14 20:02:27,CUST02004,Website,SKU04288,1,658735,658735,0,658735,1,1,1
TX0000375,ORD0000375-1,2020-02-12 03:37:13,CUST04218,App Store,SKU01265,1,1182520,1182520,0,1182520,1,1,1
TX0000375,ORD0000375-2,2020-02-12 03:37:13,CUST04218,App Store,SKU02244,1,41878,41878,0,41878,1,1,1
TX0000376,ORD0000376-1,2022-10-21 05:54:45,CUST01543,Play Store,SKU00301,1,358563,358563,0,358563,1,1,1
TX0000377,ORD0000377-1,2021-12-08 03:16:27,CUST02429,Play Store,SKU02960,1,1208114,1208114,0,1208114,1,1,1
TX0000378,ORD0000378-1,2023-11-19 01:03:43,CUST01323,Website,SKU03985,1,36324,36324,0,36324,1,1,1
TX0000379,ORD0000379-1,2022-12-09 03:57:50,CUST02336,Play Store,SKU02820,1,140654,140654,0,140654,1,1,1
TX0000379,ORD0000379-2,2022-12-09 03:57:50,CUST02336,Play Store,SKU04172,1,329422,329422,0,329422,1,1,1
TX0000379,ORD0000379-3,2022-12-09 03:57:50,CUST02336,Play Store,SKU04477,2,1092794,2185588,0,2185588,1,1,1
TX0000379,ORD0000379-4,2022-12-09 03:57:50,CUST02336,Play Store,SKU03817,1,11179436,11179436,0,11179436,1,1,1
TX0000379,ORD0000379-5,2022-12-09 03:57:50,CUST02336,Play Store,SKU00181,1,1899705,1899705,0,1899705,1,1,0
TX0000380,ORD0000380-1,2022-07-20 01:03:44,CUST03868,App Store,SKU03299,1,3276227,3276227,0,3276227,1,1,1
TX0000380,ORD0000380-2,2022-07-20 01:03:44,CUST03868,App Store,SKU02156,1,17832734,17832734,0,17832734,1,1,0
TX0000381,ORD0000381-1,2024-04-05 21:38:58,CUST01058,Play Store,SKU04598,1,294300,294300,0,294300,1,1,1
TX0000382,ORD0000382-1,2022-01-14 09:35:52,CUST03432,App Store,SKU00894,1,333509,333509,0,333509,1,1,1
TX0000382,ORD0000382-2,2022-01-14 09:35:52,CUST03432,App Store,SKU03496,1,1816610,1816610,0,1816610,1,1,1
TX0000382,ORD0000382-3,2022-01-14 09:35:52,CUST03432,App Store,SKU00769,1,254996,254996,0,254996,1,0,0
TX0000383,ORD0000383-1,2024-10-15 23:29:40,CUST02483,Website,SKU00043,1,11368247,11368247,0,11368247,1,1,1
TX0000384,ORD0000384-1,2022-04-17 00:26:59,CUST04786,Play Store,SKU01817,2,987965,1975930,0,1975930,1,1,1
TX0000385,ORD0000385-1,2020-07-26 06:44:29,CUST04307,Play Store,SKU04391,1,222226,222226,0,222226,1,1,1
TX0000386,ORD0000386-1,2021-07-19 06:35:38,CUST00345,App Store,SKU01772,2,239165,478330,0,478330,1,1,1
TX0000386,ORD0000386-2,2021-07-19 06:35:38,CUST00345,App Store,SKU04987,1,35339,35339,0,35339,1,1,1
TX0000386,ORD0000386-3,2021-07-19 06:35:38,CUST00345,App Store,SKU04226,1,42901,42901,0,42901,1,1,1
TX0000386,ORD0000386-4,2021-07-19 06:35:38,CUST00345,App Store,SKU03554,1,323943,323943,0,323943,1,1,1
TX0000386,ORD0000386-5,2021-07-19 06:35:38,CUST00345,App Store,SKU03108,1,1246297,1246297,0,1246297,1,1,1
TX0000387,ORD0000387-1,2024-02-20 19:18:15,CUST01904,Play Store,SKU00056,1,147732,147732,19796,127936,1,1,1
TX0000387,ORD0000387-2,2024-02-20 19:18:15,CUST01904,Play Store,SKU02363,2,239597,479194,0,479194,1,1,1
TX0000388,ORD0000388-1,2021-08-01 19:26:37,CUST02579,App Store,SKU04593,1,646460,646460,0,646460,1,1,1
TX0000389,ORD0000389-1,2023-12-21 03:30:40,CUST01514,Website,SKU04168,1,40058,40058,0,40058,1,1,1
TX0000390,ORD0000390-1,2020-10-08 14:50:20,CUST03359,App Store,SKU02944,1,1150155,1150155,0,1150155,1,1,1
TX0000391,ORD0000391-1,2020-09-20 21:05:38,CUST02662,Play Store,SKU02826,1,159212,159212,0,159212,1,1,1
TX0000391,ORD0000391-2,2020-09-20 21:05:38,CUST02662,Play Store,SKU00025,1,338084,338084,0,338084,1,1,1
TX0000391,ORD0000391-3,2020-09-20 21:05:38,CUST02662,Play Store,SKU04097,1,1425262,1425262,0,1425262,1,1,1
TX0000391,ORD0000391-4,2020-09-20 21:05:38,CUST02662,Play Store,SKU00724,1,391385,391385,0,391385,1,1,1
TX0000392,ORD0000392-1,2020-05-03 16:09:15,CUST01180,Play Store,SKU02915,2,259365,518730,0,518730,1,1,1
TX0000393,ORD0000393-1,2024-07-06 09:08:36,CUST00017,Website,SKU00573,2,389808,779616,0,779616,1,1,1
TX0000394,ORD0000394-1,2024-10-23 18:50:31,CUST00430,Website,SKU03959,2,152103,304206,59153,245053,1,1,1
TX0000394,ORD0000394-2,2024-10-23 18:50:31,CUST00430,Website,SKU03084,1,803673,803673,0,803673,1,1,1
TX0000394,ORD0000394-3,2024-10-23 18:50:31,CUST00430,Website,SKU00181,2,1899705,3799410,0,3799410,1,1,1
TX0000395,ORD0000395-1,2022-12-29 10:29:15,CUST00089,Play Store,SKU04182,1,541159,541159,0,541159,1,1,1
TX0000395,ORD0000395-2,2022-12-29 10:29:15,CUST00089,Play Store,SKU01261,2,763398,1526796,0,1526796,1,1,1
TX0000395,ORD0000395-3,2022-12-29 10:29:15,CUST00089,Play Store,SKU03838,1,628087,628087,0,628087,1,1,1
TX0000396,ORD0000396-1,2022-11-16 05:23:38,CUST01814,App Store,SKU02742,1,722907,722907,0,722907,1,1,1
TX0000396,ORD0000396-2,2022-11-16 05:23:38,CUST01814,App Store,SKU02879,1,231365,231365,0,231365,1,1,1
TX0000397,ORD0000397-1,2020-09-05 19:22:27,CUST00090,Website,SKU04218,1,1171962,1171962,0,1171962,1,1,1
TX0000398,ORD0000398-1,2023-04-15 13:35:39,CUST01901,Play Store,SKU01553,1,353943,353943,0,353943,1,1,0
TX0000399,ORD0000399-1,2020-01-24 15:56:58,CUST00948,Website,SKU01609,1,298488,298488,0,298488,1,1,1
TX0000399,ORD0000399-2,2020-01-24 15:56:58,CUST00948,Website,SKU00243,214,908511,194421354,0,194421354,1,1,1
TX0000400,ORD0000400-1,2022-09-12 17:41:54,CUST03336,Website,SKU03127,1,12096019,12096019,0,12096019,1,1,0
TX0000401,ORD0000401-1,2022-12-10 12:41:58,CUST03493,App Store,SKU03062,1,232204,232204,0,232204,1,0,0
TX0000402,ORD0000402-1,2024-10-23 03:28:40,CUST03135,Website,SKU01081,1,1530818,1530818,0,1530818,1,1,1
TX0000402,ORD0000402-2,2024-10-23 03:28:40,CUST03135,Website,SKU04584,3,30353,91059,0,91059,1,1,1
TX0000402,ORD0000402-3,2024-10-23 03:28:40,CUST03135,Website,SKU00862,1,316491,316491,39976,276515,1,1,1
TX0000403,ORD0000403-1,2023-12-25 10:58:36,CUST04018,Play Store,SKU03352,1,565590,565590,0,565590,1,1,1
TX0000404,ORD0000404-1,2024-12-24 08:03:35,CUST00668,App Store,SKU03945,2,32150,64300,0,64300,1,1,1
TX0000404,ORD0000404-2,2024-12-24 08:03:35,CUST00668,App Store,SKU04702,1,1016067,1016067,0,1016067,1,1,1
TX0000405,ORD0000405-1,2020-06-13 04:43:28,CUST00922,Play Store,SKU01629,1,1514231,1514231,0,1514231,1,1,1
TX0000405,ORD0000405-2,2020-06-13 04:43:28,CUST00922,Play Store,SKU02237,1,1088057,1088057,0,1088057,1,1,1
TX0000405,ORD0000405-3,2020-06-13 04:43:28,CUST00922,Play Store,SKU03690,1,187420,187420,0,187420,1,1,1
TX0000405,ORD0000405-4,2020-06-13 04:43:28,CUST00922,Play Store,SKU02570,1,461783,461783,0,461783,1,1,1
TX0000405,ORD0000405-5,2020-06-13 04:43:28,CUST00922,Play Store,SKU03377,2,351076,702152,0,702152,1,1,1
TX0000406,ORD0000406-1,2024-08-09 03:42:00,CUST04242,Website,SKU02865,1,786546,786546,0,786546,1,1,1
TX0000407,ORD0000407-1,2023-02-21 18:51:52,CUST02928,App Store,SKU03066,3,304763,914289,0,914289,1,1,1
TX0000408,ORD0000408-1,2021-08-20 01:26:10,CUST02823,Play Store,SKU03257,1,29542,29542,0,29542,1,1,1
TX0000408,ORD0000408-2,2021-08-20 01:26:10,CUST02823,Play Store,SKU01518,1,1624245,1624245,0,1624245,1,1,1
TX0000409,ORD0000409-1,2023-11-14 03:00:57,CUST04039,Play Store,SKU03095,1,662385,662385,40183,622202,1,1,1
TX0000410,ORD0000410-1,2020-10-30 19:25:35,CUST01843,App Store,SKU02791,403,235070,94733210,0,94733210,1,1,1
TX0000410,ORD0000410-2,2020-10-30 19:25:35,CUST01843,App Store,SKU03952,1,327289,327289,0,327289,1,1,1
TX0000411,ORD0000411-1,2020-08-11 09:19:57,CUST04946,Website,SKU03257,1,29542,29542,0,29542,1,1,1
TX0000412,ORD0000412-1,2022-07-02 02:32:00,CUST00862,App Store,SKU02006,2,1620049,3240098,0,3240098,1,1,1
TX0000413,ORD0000413-1,2023-04-27 22:26:54,CUST04566,App Store,SKU00610,2,405446,810892,0,810892,1,1,0
